UserName,Name,Enabled,Must Change Password at Logon,Cannot Change Password,Password Never Expires,Reversible Password Encryption,Smartcard Logon Required,Delegation Permitted,Kerberos DES Only,Kerberos RC4,Kerberos AES-128bit,Kerberos AES-256bit,Does Not Require Pre Auth,Never Logged in,Logon Age (days),Password Age (days),Dormant (> 90 days),Password Age (> 180 days),Account Locked Out,Password Expired,Password Not Required,Delegation Type,Delegation Protocol,Delegation Services,Logon Workstations,AdminCount,Primary GroupID,SID,SIDHistory,HasSPN,Description,Title,Department,Company,Manager,Info,Last Logon Date,Password LastSet,Account Expiration Date,Account Expiration (days),Mobile,Email,HomeDirectory,ProfilePath,ScriptPath,UserAccountControl,First Name,Middle Name,Last Name,Country,whenCreated,whenChanged,DistinguishedName,CanonicalName
ernesta.jeanne,Ernesta Jeanne,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2169,,False,,,,,,,,11/14/2025 4:07:34 PM,,,,,,,,512,Ernesta,,Jeanne,,11/14/2025 4:07:34 PM,11/14/2025 4:07:34 PM,"CN=Ernesta Jeanne,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Ernesta Jeanne
erda.nanine,Erda Nanine,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2170,,False,,,,,,,,11/14/2025 4:07:34 PM,,,,,,,,512,Erda,,Nanine,,11/14/2025 4:07:34 PM,11/14/2025 4:07:34 PM,"CN=Erda Nanine,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Erda Nanine
lila.noellyn,Lila Noellyn,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2171,,False,,,,,,,,11/14/2025 4:07:35 PM,,,,,,,,512,Lila,,Noellyn,,11/14/2025 4:07:35 PM,11/14/2025 4:07:35 PM,"CN=Lila Noellyn,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Lila Noellyn
brina.emmalee,Brina Emmalee,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2172,,False,,,,,,,,11/14/2025 4:07:35 PM,,,,,,,,512,Brina,,Emmalee,,11/14/2025 4:07:35 PM,11/14/2025 4:07:35 PM,"CN=Brina Emmalee,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Brina Emmalee
nicholle.lucienne,Nicholle Lucienne,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2173,,False,,,,,,,,11/14/2025 4:07:35 PM,,,,,,,,512,Nicholle,,Lucienne,,11/14/2025 4:07:35 PM,11/14/2025 4:07:35 PM,"CN=Nicholle Lucienne,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Nicholle Lucienne
krispin.shirl,Krispin Shirl,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2174,,False,,,,,,,,11/14/2025 4:07:35 PM,,,,,,,,512,Krispin,,Shirl,,11/14/2025 4:07:35 PM,11/14/2025 4:07:35 PM,"CN=Krispin Shirl,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Krispin Shirl
andrei.norean,Andrei Norean,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2175,,False,,,,,,,,11/14/2025 4:07:35 PM,,,,,,,,512,Andrei,,Norean,,11/14/2025 4:07:35 PM,11/14/2025 4:07:35 PM,"CN=Andrei Norean,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Andrei Norean
evy.catlaina,Evy Catlaina,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2176,,False,,,,,,,,11/14/2025 4:07:35 PM,,,,,,,,512,Evy,,Catlaina,,11/14/2025 4:07:35 PM,11/14/2025 4:07:36 PM,"CN=Evy Catlaina,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Evy Catlaina
kristen.mirella,Kristen Mirella,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2177,,False,,,,,,,,11/14/2025 4:07:36 PM,,,,,,,,512,Kristen,,Mirella,,11/14/2025 4:07:36 PM,11/14/2025 4:07:36 PM,"CN=Kristen Mirella,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Kristen Mirella
aurilia.dasi,Aurilia Dasi,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2178,,False,,,,,,,,11/14/2025 4:07:36 PM,,,,,,,,512,Aurilia,,Dasi,,11/14/2025 4:07:36 PM,11/14/2025 4:07:36 PM,"CN=Aurilia Dasi,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Aurilia Dasi
gabbie.nerty,Gabbie Nerty,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2179,,False,,,,,,,,11/14/2025 4:07:36 PM,,,,,,,,512,Gabbie,,Nerty,,11/14/2025 4:07:36 PM,11/14/2025 4:07:36 PM,"CN=Gabbie Nerty,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Gabbie Nerty
kipper.nerty,Kipper Nerty,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2180,,False,,,,,,,,11/14/2025 4:07:36 PM,,,,,,,,512,Kipper,,Nerty,,11/14/2025 4:07:36 PM,11/14/2025 4:07:36 PM,"CN=Kipper Nerty,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Kipper Nerty
darcie.ketty,Darcie Ketty,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2181,,False,,,,,,,,11/14/2025 4:07:36 PM,,,,,,,,512,Darcie,,Ketty,,11/14/2025 4:07:36 PM,11/14/2025 4:07:36 PM,"CN=Darcie Ketty,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Darcie Ketty
kizzee.shara,Kizzee Shara,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2182,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Kizzee,,Shara,,11/14/2025 4:07:36 PM,11/14/2025 4:07:37 PM,"CN=Kizzee Shara,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Kizzee Shara
cilka.karoline,Cilka Karoline,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2183,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Cilka,,Karoline,,11/14/2025 4:07:37 PM,11/14/2025 4:07:37 PM,"CN=Cilka Karoline,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Cilka Karoline
margret.manda,Margret Manda,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2184,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Margret,,Manda,,11/14/2025 4:07:37 PM,11/14/2025 4:07:37 PM,"CN=Margret Manda,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Margret Manda
elyn.ardis,Elyn Ardis,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2185,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Elyn,,Ardis,,11/14/2025 4:07:37 PM,11/14/2025 4:07:37 PM,"CN=Elyn Ardis,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Elyn Ardis
christi.natty,Christi Natty,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2186,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Christi,,Natty,,11/14/2025 4:07:37 PM,11/14/2025 4:07:37 PM,"CN=Christi Natty,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Christi Natty
gabriel.milicent,Gabriel Milicent,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2187,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Gabriel,,Milicent,,11/14/2025 4:07:37 PM,11/14/2025 4:07:37 PM,"CN=Gabriel Milicent,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Gabriel Milicent
bethena.margarita,Bethena Margarita,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2188,,False,,,,,,,,11/14/2025 4:07:37 PM,,,,,,,,512,Bethena,,Margarita,,11/14/2025 4:07:37 PM,11/14/2025 4:07:38 PM,"CN=Bethena Margarita,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Bethena Margarita
katya.linoel,Katya Linoel,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2189,,False,,,,,,,,11/14/2025 4:07:38 PM,,,,,,,,512,Katya,,Linoel,,11/14/2025 4:07:38 PM,11/14/2025 4:07:38 PM,"CN=Katya Linoel,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Katya Linoel
ester.maria,Ester Maria,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2190,,False,,,,,,,,11/14/2025 4:07:38 PM,,,,,,,,512,Ester,,Maria,,11/14/2025 4:07:38 PM,11/14/2025 4:07:38 PM,"CN=Ester Maria,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Ester Maria
cher.corabella,Cher Corabella,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2191,,False,,,,,,,,11/14/2025 4:07:38 PM,,,,,,,,512,Cher,,Corabella,,11/14/2025 4:07:38 PM,11/14/2025 4:07:38 PM,"CN=Cher Corabella,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Cher Corabella
kissee.romonda,Kissee Romonda,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2192,,False,,,,,,,,11/14/2025 4:07:38 PM,,,,,,,,512,Kissee,,Romonda,,11/14/2025 4:07:38 PM,11/14/2025 4:07:38 PM,"CN=Kissee Romonda,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Kissee Romonda
maressa.mariam,Maressa Mariam,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2193,,False,,,,,,,,11/14/2025 4:07:38 PM,,,,,,,,512,Maressa,,Mariam,,11/14/2025 4:07:38 PM,11/14/2025 4:07:38 PM,"CN=Maressa Mariam,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Maressa Mariam
carolee.bibi,Carolee Bibi,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2194,,False,,,,,,,,11/14/2025 4:07:38 PM,,,,,,,,512,Carolee,,Bibi,,11/14/2025 4:07:38 PM,11/14/2025 4:07:39 PM,"CN=Carolee Bibi,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Carolee Bibi
dania.davina,Dania Davina,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2195,,False,,,,,,,,11/14/2025 4:07:39 PM,,,,,,,,512,Dania,,Davina,,11/14/2025 4:07:39 PM,11/14/2025 4:07:39 PM,"CN=Dania Davina,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Dania Davina
opal.fayth,Opal Fayth,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2196,,False,,,,,,,,11/14/2025 4:07:39 PM,,,,,,,,512,Opal,,Fayth,,11/14/2025 4:07:39 PM,11/14/2025 4:07:39 PM,"CN=Opal Fayth,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Opal Fayth
rebbecca.antonella,Rebbecca Antonella,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2197,,False,,,,,,,,11/14/2025 4:07:39 PM,,,,,,,,512,Rebbecca,,Antonella,,11/14/2025 4:07:39 PM,11/14/2025 4:07:39 PM,"CN=Rebbecca Antonella,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Rebbecca Antonella
joby.ardath,Joby Ardath,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2198,,False,,,,,,,,11/14/2025 4:07:39 PM,,,,,,,,512,Joby,,Ardath,,11/14/2025 4:07:39 PM,11/14/2025 4:07:39 PM,"CN=Joby Ardath,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Joby Ardath
gelya.georgie,Gelya Georgie,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2199,,False,,,,,,,,11/14/2025 4:07:39 PM,,,,,,,,512,Gelya,,Georgie,,11/14/2025 4:07:39 PM,11/14/2025 4:07:39 PM,"CN=Gelya Georgie,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Gelya Georgie
pietra.roz,Pietra Roz,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2200,,False,,,,,,,,11/14/2025 4:07:39 PM,,,,,,,,512,Pietra,,Roz,,11/14/2025 4:07:39 PM,11/14/2025 4:07:40 PM,"CN=Pietra Roz,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Pietra Roz
amata.lem,Amata Lem,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2201,,False,,,,,,,,11/14/2025 4:07:40 PM,,,,,,,,512,Amata,,Lem,,11/14/2025 4:07:40 PM,11/14/2025 4:07:40 PM,"CN=Amata Lem,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Amata Lem
land.sheba,Land Sheba,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2202,,False,,,,,,,,11/14/2025 4:07:40 PM,,,,,,,,512,Land,,Sheba,,11/14/2025 4:07:40 PM,11/14/2025 4:07:40 PM,"CN=Land Sheba,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Land Sheba
junette.adelaide,Junette Adelaide,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2203,,False,,,,,,,,11/14/2025 4:07:40 PM,,,,,,,,512,Junette,,Adelaide,,11/14/2025 4:07:40 PM,11/14/2025 4:07:40 PM,"CN=Junette Adelaide,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Junette Adelaide
roseanne.margaretha,Roseanne Margaretha,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2204,,False,,,,,,,,11/14/2025 4:07:40 PM,,,,,,,,512,Roseanne,,Margaretha,,11/14/2025 4:07:40 PM,11/14/2025 4:07:40 PM,"CN=Roseanne Margaretha,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Roseanne Margaretha
sallie.daisey,Sallie Daisey,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2205,,False,,,,,,,,11/14/2025 4:07:40 PM,,,,,,,,512,Sallie,,Daisey,,11/14/2025 4:07:40 PM,11/14/2025 4:07:40 PM,"CN=Sallie Daisey,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Sallie Daisey
amalita.cleopatra,Amalita Cleopatra,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2206,,False,,,,,,,,11/14/2025 4:07:40 PM,,,,,,,,512,Amalita,,Cleopatra,,11/14/2025 4:07:40 PM,11/14/2025 4:07:41 PM,"CN=Amalita Cleopatra,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Amalita Cleopatra
lenard.ranna,Lenard Ranna,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2207,,False,,,,,,,,11/14/2025 4:07:41 PM,,,,,,,,512,Lenard,,Ranna,,11/14/2025 4:07:41 PM,11/14/2025 4:07:41 PM,"CN=Lenard Ranna,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Lenard Ranna
bathsheba.auberta,Bathsheba Auberta,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2208,,False,,,,,,,,11/14/2025 4:07:41 PM,,,,,,,,512,Bathsheba,,Auberta,,11/14/2025 4:07:41 PM,11/14/2025 4:07:41 PM,"CN=Bathsheba Auberta,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Bathsheba Auberta
merrielle.koral,Merrielle Koral,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2209,,False,,,,,,,,11/14/2025 4:07:41 PM,,,,,,,,512,Merrielle,,Koral,,11/14/2025 4:07:41 PM,11/14/2025 4:07:41 PM,"CN=Merrielle Koral,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Merrielle Koral
lawton.caitlin,Lawton Caitlin,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2210,,False,,,,,,,,11/14/2025 4:07:41 PM,,,,,,,,512,Lawton,,Caitlin,,11/14/2025 4:07:41 PM,11/14/2025 4:07:41 PM,"CN=Lawton Caitlin,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Lawton Caitlin
rubia.lucine,Rubia Lucine,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2211,,False,,,,,,,,11/14/2025 4:07:41 PM,,,,,,,,512,Rubia,,Lucine,,11/14/2025 4:07:41 PM,11/14/2025 4:07:41 PM,"CN=Rubia Lucine,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Rubia Lucine
leighton.drucill,Leighton Drucill,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2212,,False,,,,,,,,11/14/2025 4:07:42 PM,,,,,,,,512,Leighton,,Drucill,,11/14/2025 4:07:41 PM,11/14/2025 4:07:42 PM,"CN=Leighton Drucill,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Leighton Drucill
daveen.brunhilde,Daveen Brunhilde,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2213,,False,,,,,,,,11/14/2025 4:07:42 PM,,,,,,,,512,Daveen,,Brunhilde,,11/14/2025 4:07:42 PM,11/14/2025 4:07:42 PM,"CN=Daveen Brunhilde,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Daveen Brunhilde
rivy.gabriella,Rivy Gabriella,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2214,,False,,,,,,,,11/14/2025 4:07:42 PM,,,,,,,,512,Rivy,,Gabriella,,11/14/2025 4:07:42 PM,11/14/2025 4:07:42 PM,"CN=Rivy Gabriella,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Rivy Gabriella
roxana.kayle,Roxana Kayle,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2215,,False,,,,,,,,11/14/2025 4:07:42 PM,,,,,,,,512,Roxana,,Kayle,,11/14/2025 4:07:42 PM,11/14/2025 4:07:42 PM,"CN=Roxana Kayle,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Roxana Kayle
lonee.gwenneth,Lonee Gwenneth,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2216,,False,,,,,,,,11/14/2025 4:07:42 PM,,,,,,,,512,Lonee,,Gwenneth,,11/14/2025 4:07:42 PM,11/14/2025 4:07:42 PM,"CN=Lonee Gwenneth,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Lonee Gwenneth
cassie.jacquette,Cassie Jacquette,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2217,,False,,,,,,,,11/14/2025 4:07:42 PM,,,,,,,,512,Cassie,,Jacquette,,11/14/2025 4:07:42 PM,11/14/2025 4:07:42 PM,"CN=Cassie Jacquette,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Cassie Jacquette
carey.clarisse,Carey Clarisse,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2218,,False,,,,,,,,11/14/2025 4:07:43 PM,,,,,,,,512,Carey,,Clarisse,,11/14/2025 4:07:43 PM,11/14/2025 4:07:43 PM,"CN=Carey Clarisse,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Carey Clarisse
adeline.harli,Adeline Harli,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2219,,False,,,,,,,,11/14/2025 4:07:43 PM,,,,,,,,512,Adeline,,Harli,,11/14/2025 4:07:43 PM,1/20/2026 11:25:11 AM,"CN=Adeline Harli,OU=PWAuditees,DC=vulnad,DC=local",vulnad.local/PWAuditees/Adeline Harli
daisey.margery,Daisey Margery,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2220,,False,,,,,,,,11/14/2025 4:07:43 PM,,,,,,,,512,Daisey,,Margery,,11/14/2025 4:07:43 PM,11/14/2025 4:07:43 PM,"CN=Daisey Margery,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Daisey Margery
susi.janelle,Susi Janelle,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2221,,False,,,,,,,,11/14/2025 4:07:43 PM,,,,,,,,512,Susi,,Janelle,,11/14/2025 4:07:43 PM,11/14/2025 4:07:43 PM,"CN=Susi Janelle,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Susi Janelle
nichol.karita,Nichol Karita,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2222,,False,,,,,,,,11/14/2025 4:07:43 PM,,,,,,,,512,Nichol,,Karita,,11/14/2025 4:07:43 PM,11/14/2025 4:07:43 PM,"CN=Nichol Karita,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Nichol Karita
greer.aviva,Greer Aviva,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2223,,False,,,,,,,,11/14/2025 4:07:43 PM,,,,,,,,512,Greer,,Aviva,,11/14/2025 4:07:43 PM,11/14/2025 4:07:44 PM,"CN=Greer Aviva,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Greer Aviva
roxanne.myrilla,Roxanne Myrilla,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2224,,False,,,,,,,,11/14/2025 4:07:44 PM,,,,,,,,512,Roxanne,,Myrilla,,11/14/2025 4:07:44 PM,11/14/2025 4:07:44 PM,"CN=Roxanne Myrilla,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Roxanne Myrilla
ede.lewie,Ede Lewie,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2225,,False,,,,,,,,11/14/2025 4:07:44 PM,,,,,,,,512,Ede,,Lewie,,11/14/2025 4:07:44 PM,11/14/2025 4:07:44 PM,"CN=Ede Lewie,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Ede Lewie
ariana.aurlie,Ariana Aurlie,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2226,,False,,,,,,,,11/14/2025 4:07:44 PM,,,,,,,,512,Ariana,,Aurlie,,11/14/2025 4:07:44 PM,11/14/2025 4:07:44 PM,"CN=Ariana Aurlie,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Ariana Aurlie
bidget.mickie,Bidget Mickie,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2227,,False,,,,,,,,11/14/2025 4:07:44 PM,,,,,,,,512,Bidget,,Mickie,,11/14/2025 4:07:44 PM,11/14/2025 4:07:44 PM,"CN=Bidget Mickie,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Bidget Mickie
aline.karee,Aline Karee,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2228,,False,,,,,,,,11/14/2025 4:07:44 PM,,,,,,,,512,Aline,,Karee,,11/14/2025 4:07:44 PM,11/14/2025 4:07:44 PM,"CN=Aline Karee,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Aline Karee
nalani.farica,Nalani Farica,True,False,False,False,False,False,True,False,Default,Default,Default,False,True,,96,False,False,False,False,False,,,,,,513,S-1-5-21-4178490863-1286169181-2994033663-2229,,False,,,,,,,,11/14/2025 4:07:45 PM,,,,,,,,512,Nalani,,Farica,,11/14/2025 4:07:45 PM,11/14/2025 4:07:45 PM,"CN=Nalani Farica,CN=Users,DC=vulnad,DC=local",vulnad.local/Users/Nalani Farica
